burstiness_target,burstiness_measured,scv_target,scv_measured,rate_per_lane,loss_probability,arrivals_measured,drops_measured
0.78125,0.7790884542809104,8.142857142857142,8.053397338241407,0.995,0.01797,100000,1797
0.78125,0.7822005607592087,8.142857142857142,8.182760097875514,1.01,0.02584,100000,2584
0.78125,0.7780094145532326,8.142857142857142,8.009391078341892,1.0250000000000001,0.04123,100000,4123
0.78125,0.7783551703639203,8.142857142857142,8.023445316923542,1.04,0.03709,100000,3709
0.8999999999999999,0.8977765353983761,18.999999999999982,18.564979604185993,0.86,0.00345,100000,345
0.8999999999999999,0.9003908736698216,18.999999999999982,19.07848149747363,0.875,0.002,100000,200
0.8999999999999999,0.89739661971142,18.999999999999982,18.49253518134436,0.89,0.00264,100000,264
0.8999999999999999,0.8988784129680364,18.999999999999982,18.778170603353143,0.905,0.00372,100000,372
0.8999999999999999,0.9006135624616433,18.999999999999982,19.1234700582575,0.92,0.01479,100000,1479
0.8999999999999999,0.9010244682589458,18.999999999999982,19.207014449111735,0.935,0.01806,100000,1806
0.8999999999999999,0.900441675584647,18.999999999999982,19.088727002436155,0.95,0.01256,100000,1256
0.8999999999999999,0.9009175511287154,18.999999999999982,19.185209618689864,0.9650000000000001,0.01995,100000,1995
0.8999999999999999,0.9012332105623608,18.999999999999982,19.24972170693864,0.98,0.03431,100000,3431
0.8999999999999999,0.8983182502171311,18.999999999999982,18.66921305220256,0.995,0.02262,100000,2262
0.8999999999999999,0.8979482698251007,18.999999999999982,18.597903892196054,1.01,0.04912,100000,4912
0.8999999999999999,0.9023361669397485,18.999999999999982,19.47840984047948,1.0250000000000001,0.04112,100000,4112
0.8999999999999999,0.8994418742197087,18.999999999999982,18.88899439484168,1.04,0.06025,100000,6025
